you quitter you quitter you quitter .	the sea is lovely dark and deep .
it s a fucking soccer ball you idiot .	shut up .
what s so damn funny ?	you are .
jesus .	look again asshole . it s a mirage .
it s real .	nothing out there but ocean .
you know what happened to this ?	as much as anybody .
possible . so you did those wings ?	yeah . a long time ago .
yeah . a long time ago .	they re harder to do than they look .
they re harder to do than they look .	oh ? you ve tried ?
oh ? you ve tried ?	well i do a little drawing
keep painting . promise me .	sure .
what brings you out to the sticks ?	had a package to deliver .
had a package to deliver .	you ? personally ?
you ? personally ?	i had it on the island with me .
i had it on the island with me .	must be a story there .
yeah a long one .	i ve got lots of time .
i ve got lots of time .	so do i .
how was russia ?	cold .
merry christmas eve .	not if you work for fedex .
four four . a record .	you don t seem too happy about it .
you don t seem too happy about it .	ah the staff meeting could have gone better .
ah the staff meeting could have gone better .	let me guess russia came up ?
he is a cute thing .	he s your cute thing .
he s your cute thing .	i can t even keep fish alive .
you know for when you travel .	for when i travel ?
a ring . i wanted a ring .	you did ?
you can t go now .	i have to .
i have to .	you want to .
we re not over reacting .	could you watch jango ?
could you watch jango ?	no .
no .	i can t take him to work .
there isn t any us .	yes there is .
no it was great . maybe a little overkill	i burned the christmas tree .
get back ? from where ?	malaysia . they re holding the sweep .
chuck you re breaking my heart .	a week max . okay ? okay ?
i got married .	i thought you might have .
i thought you might have .	i would never
i would never	i know .
i know .	if i d known you were alive
if i d known you were alive	i would have done the same thing .
her name s hannah .	is that jango ?
what s that written on the sail ?	my epitaph .
there was a coffin ?	yeah coffin headstone the whole thing .
yeah coffin headstone the whole thing .	what was inside ?
so simple to say so hard to do .	not when you have no choice .
you okay ?	great . really .
i love you chuck .	you too .
you too .	i m so glad you re alive .
and how was your christmas ?	terrific . yours ?
protein digestion is very costly in water usage .	which i didn t have .
if you say you are .	i most definitely say i am .
you re not out of pascagoula are you ?	no .
you re chuck noland .	yeah .
thought you were going to bring her .	so did i .
what happened to your pants ?	mom meet jango .
don t you even think about it .	the place is falling apart .
the place is falling apart .	i m doing fine .
kamal is not here .	who is this ? where is kamal ?
who is this ? where is kamal ?	it is ibrim i i am a sorter .
it is ibrim i i am a sorter .	what s going on down there ?
you what ?	it was fifteen minutes late .
i m touched .	you fucked us over .
it s me .	you re fucking dead !
i beat the odds !	you beat em to shit pal ! jesus !
how about we go somewhere else ?	want to see my raft ?
this stinks really bad .	you should have smelled me .
cool ropes .	i braided them .
you were how long on this ?	forty three days .
to wilson .	to wilson .
to life .	that s all there is .
that s all there is .	believe me i know .
digital laser readers .	digital laser readers . wow . terrific .
take your time .	what ?
what ?	that s what it s about .
what then ?	deliver this package . then i dunno .
thanks . for everything .	no sweat .
permission to come aboard sir .	permission granted .
permission granted .	may i ask where are you bound ?
may i ask where are you bound ?	san francisco . and you ?
only if you can afford it .	try to think of nothing dorothy .
you weren t dreaming about me .	i was !
i m not a doctor !	i m sorry homer .
you cook very well !	and that i can drive a truck !
and that i can drive a truck !	better than i can !
daddy it s a letter to me .	he mentions homer too you know .
he mentions homer too you know .	wally said to say hello .
so mrs . . .	candy . candy kendall .
how many months are you ?	two .
i ve never seen a lobster .	really ?
really ?	i ve never seen the ocean either .
where s mandalay ?	burma !
burma !	oh . . .
but you had so much responsibility .	i never asked for any responsibility .
i never asked for any responsibility .	just a little privacy .
i know this was right .	right .
it will be okay .	what will be okay ?
nothing .	isn t that like waiting and seeing ?
i know i m sorry .	he s paralyzed !
. . .did . well okay .	please don t . . .
do you think she ll be all right ?	she knows how to take care of herself .
hi . . .	hi . . .
i can t go nowhere .	why ?
so many children . are they all orphans ?	well this is an orphanage .
wally thinks apples are boring .	i never said they were boring .
i never said they were boring .	you said apples aren t exactly flying .
you said apples aren t exactly flying .	well they aren t .
i love you wally .	i love you too . see you tomorrow .
you ve been giving him a flying lesson !	he loved it ! didn t you ?
i thought they might take me .	they wanted a girl .
they wanted a girl .	nobody ever wants me !
that s true .	nobody s asked for me have they ?
nobody s asked for me have they ?	nobody special enough curly .
nobody special enough curly .	you mean somebody asked ?
you mean somebody asked ?	only the right people can have you curly .
her temperature is a hundred and four .	how old are you dear ? thirteen ?
homer wells born portland maine march . . .	homer was born here in what was it ?
is your father dead ?	cirrhosis it s a disease of the liver .
cirrhosis it s a disease of the liver .	liver killed him ?
liver killed him ?	alcohol killed him he drank himself to death .
alcohol killed him he drank himself to death .	but did you know him ?
what s a nanny do ?	she looks after other people s children .
she looks after other people s children .	did you grow up around here ?
did you grow up around here ?	no . she was an immigrant .
no . she was an immigrant .	what s an immigrant ?
what s an immigrant ?	someone not from maine .
did you bite it ?	i don t remember .
what kind of plane are you flying ?	a b liberator .
a b liberator .	liberator . . .
liberator . . .	have you enlisted ?
where are you going ?	we re heading back to cape kenneth .
they re migrants .	migrants ?
it s almost like flying .	what about the trees ?
this is easy i m not hurrying .	you still doin it too fast !
i m stayin homer .	okay . then you can be of use .
first pregnancy ?	yes for both .
yes for both .	i presume you d prefer handling the delivery .
it s obviously an aborticide .	obviously .
christ it s oil of tansy !	i don t know it .
where s the name sheet ?	nobody s named this one yet .
nobody s named this one yet .	it s my turn !
can t a boy be a dorrit ?	i don t think so .
i don t think so .	you do it then .
one please don t smoke in bed .	we heard that one already homer .
rose rose ?	pretty ain t it ? you a plumber ?
what s that ?	it s just my heart .
do you like to read ?	i can t read . nobody taught me .
oh i suppose you is a doctor homer ?	almost .
that s it ?	that s it .
who cares ?	now now . he s a good boy .
when will he be home major ?	four weeks or so right around halloween .
mind your own business peaches .	sorry homer . . .
you all take care of yourself too homer !	we see you next harvest .
don t this place look like home ?	it look nicer then home !
now now jack that just ain t right .	you just stay out of trouble homer !
rose rose has runned away !	she took off in the night !
she took off in the night !	she took off on the bicycle man .
you ever see a palm tree homer ?	he ain t never been outta maine !
can	on me . for the seat . cheers .
we had to finalize the deal .	everything looks in order .
everything looks in order .	this has to happen fast .
this has to happen fast .	i know . it won t go unnoticed .
i know . it won t go unnoticed .	there ll be red flags .
the standard ten .	ten percent . of how much ?
ten percent . of how much ?	two million .
know who i am jake ?	the anti christ ?
your life flashing before your eyes ?	just the last three weeks .
just the last three weeks .	that s not a bad place to start .
we were back on .	after you cut her loose .
after you cut her loose .	she walked .
alrlght alrlght . what happened today ?	today ? started off great . . .
we sure big al threw him to us ?	come on . . .
i m going home	let s go jake ?
shit .	i told you use less powder .
i told you use less powder .	but you won t get that splatter effect .
when ?	tonight . just me .
you gotta be kidding me . her ?	yes her . where s my wallet ?
how much we going after ?	two million .
how s that ? he works for gillette .	we pay better .
she up for this ?	she s up for it .
you ll be there ?	eight a .m . flight .
eight a .m . flight .	calls ?
calls ?	we ll use the euc .
so that s it . . .	that s it .
i have a good crew .	minus one .
i can t do that .	why not ?
why not ?	let me rephrase i won t do that .
let me rephrase i won t do that .	let me repeat why not ?
let me repeat why not ?	because you killed one of my crew .
how much ?	i think two million .
i need you to stake me .	stake you ?
excuse me ?	i said take off your fucking shirt .
come here . feel this .	no thanks . i m good .
no thanks . i m good .	come here !
come on . harder .	i think i just broke my hand .
i think i just broke my hand .	harder . remember i killed your buddy .
something stupid .	good boy .
what what do we do ?	help me .
that s not	you interested in a little work ?
no . what s my cut ?	you get an equal cut .
you get an equal cut .	what do i have to do ?
what do i have to do ?	just play a part . a little acting .
what about customs ?	i ll worry about customs .
what the hell s his problem ?	don t worry about it .
you need to get a haircut .	what ?
what ?	and some new clothes .
and some new clothes .	why ?
i don t trust anyone .	then show me how .
he s gone .	uh huh .
uh huh .	i gotta go get a haircut .
i gotta go get a haircut .	uh huh .
do you have something to prove ?	not in that repressed anger sort of way .
how do you know i will ?	intuition .
how do you deal with	what ?
what ?	i said how do deal with that ?
what about . . .	what about what ?
what about what ?	what about the money ?
you tell them the tale .	what do you want ? an apology ?
what do you want ? an apology ?	no i want my cut !
your mess .	then shut up .
then shut up .	my place .
stop waving that thing around .	you sure we re clear ?
what do we need another shill for ?	breasts .
uh . . .	what ?
him .	you sure ?
and we got rid of the red head .	jake ? customs ?
i m sorry .	this is embarrassing .
you going to have the time ?	i ll find the time .
what s up with you ? bladder infection ?	keep it up .
egg foo young . stand up .	what ?
what ?	stand up .
what happened ?	eee oott auught !
eee oott auught !	sorry . what ?
pretty much .	in over your head ?
in over your head ?	pretty much .
can i speak to you in confidence ?	huh ? oh . she s alright .
can t say .	then who s the banker ?
then who s the banker ?	the king .
it s not history .	so what do you want ?
the king huh ? nice going .	i try .
you guys awake ?	we re here .
what do you get out of it ?	peace of mind .
peace of mind .	that s it ?
that s it ?	not everyone s on the take walter .
you sell it .	to who ?
it s just insurance .	that s what i m talking about .
that s what i m talking about .	i m down !
what are you doing ?	high five .
i m bella .	jack manfred .
jack manfred .	hi jack . welcome to the cesspit .
hi jack . welcome to the cesspit .	is it that bad ?
is it that bad ?	how do i look ?
jack . do you need a ride ?	no . thanks .
no . thanks .	my car s in the garage .
my car s in the garage .	maybe another time .
maybe another time .	i ll take you up on that .
i ll take you up on that .	goodnight .
you re shaking .	it s the tension .
i hate cheats .	all men are cheats .
why did you quit ?	i got scared .
i got scared .	i can imagine .
ouch .	sorry .
you fucking little shit ! you shopped me .	what are you talking about ?
what kind of deal you looking to ?	what s the blue book price ?
how about fifteen hundred ?	how about five hundred .
how about five hundred .	what ? !
eight fifty .	seven fifty .
i want a job giles .	all right . as what ?
i ll try and make it .	looking forward !
i found her in bed with someone .	who was he ?
who was he ?	she .
good night ?	not particularly .
not particularly .	and your lady ?
a bit unexpected wasn t it ?	not entirely .
not entirely .	how s that football story corning along ?
i couldn t resist them .	you mean i won t resist them .
you want me drunk ?	i won t be that long .
you really are a beautiful woman .	it s not just inner beauty is it ?
it s not just inner beauty is it ?	turn around .
where did you get it ?	i . sold the car .
you re my prisoner .	i ve got something to tell you .
i ve got something to tell you .	i want to hear it .
i want to hear it .	i ve got a job .
i ve got a job .	what job ?
how did you land that ?	it came my way . a week .
are you trying to read my palm ?	you ve got such beautiful hands .
what s the time ?	i don t know .
how did it go ?	fine .
you re shaking . what is it ?	tension . it ll go .
tension . it ll go .	poor baby . this ll relax you .
are you drunk ?	probably .
i don t like it .	why not ?
it s the truth .	without hope there s no point to anything .
the door jack .	leave it .
leave it .	no . answer it !
it s beautiful . thank you .	i hope it brings you luck .
i hope it brings you luck .	it will .
what ?	you were talking in your sleep .
you were talking in your sleep .	not talking . writing .
aren t you ever tempted to gamble ?	never . why do you ask ?
gambling s not about money .	really ?
marion ! what did you tell the police ?	nothing about you .
nothing about you .	then what ?
here . . .use a spoon .	leave me alone marion .
leave me alone marion .	you re already alone .
why did you take the money ?	i hate public transport .
i hate public transport .	what ?
what ?	i want to buy a car .
i want to buy a car .	how can anyone be that naive ?
great .	found a job ?
found a job ?	no .
yes i know that .	don t let yourself down .
don t let yourself down .	i won t . goodbye dad .
i ve lived there .	well thank you anyway .
to coincidence .	there s a casino in this hotel .
near the casino .	in the casino .
the debts .	and the lies . gamblers are born liars .
and the lies . gamblers are born liars .	and superstitious too . it s like witchcraft .
we all came from africa supposedly .	do you believe in astrology ?
absolutely not .	toss you for it .
toss you for it .	i don t gamble .
how did you hurt your hand ?	just an accident . nothing .
just an accident . nothing .	turn left ahead .
he doesn t gamble .	i ll watch .
what happened ?	remember the guy who cheated at the table ?
remember the guy who cheated at the table ?	you don t like cheats do you .
which side do you like ?	you choose .
i didn t .	then you re not a pro .
i m in trouble .	what kind of trouble ?
what kind of trouble ?	i owe a lot of money .
they mean it .	who s they ?
forget it jani . it ll never work .	the point is they want a man inside .
the point is they want a man inside .	and i thought you were a bright woman .
it won t .	but if it does .
but if it does .	you keep the ten thousand pounds .
you keep the ten thousand pounds .	what ten thousand pounds ?
next time it ll be my neck .	what about my neck ?
i want you to forget what i said .	wait a minute . . .
wait a minute . . .	no forget it . the bet s off .
how much do you owe ?	let it go .
let it go .	did they tell you to sleep with me ?
did they tell you to sleep with me ?	i told you all bets are off .
i m sorry .	what for ?
what for ?	i have to take the car .
is it yes ?	yes .
yes .	thank you .
do you ?	yes .
that bruise has cleared up nicely .	bruise ? oh yes . it s better .
bruise ? oh yes . it s better .	i ve still got mine .
and your hand too .	i took the bandage off yesterday .
would you like a drink ?	no thank you .
hello . . .	jack ! it s jani .
detective inspector ross .	who . . .
who . . .	ross .
ross .	who did it ? tell me !
of course i recognised him !	you did ?
you ve been avoiding me .	have i ?
have i ?	i m lucy .
i m lucy .	and what do you do lucy ?
where to ?	turn left at the lights .
where do you live jack ?	over the river .
over the river .	have you got transport ?
nice car .	she s my baby .
she s my baby .	how long have you worked at the casino ?
and the girls ?	just girls . what are you drinking ?
just girls . what are you drinking ?	vodka . straight . on the rocks .
vodka . straight . on the rocks .	good call . help yourself .
does bella come here ?	that bitch ? no .
hey jack join us .	no thanks .
no thanks .	don t worry i won t report you !
don t worry i won t report you !	i don t gamble .
rough day ?	rough life jack .
what happened to bella ?	i ll tell you later .
i put them on together .	i m afraid that s not so sir .
wait a minute . you got yourself barred .	it was you you shit .
where did you go to school ?	i was at beadles .
we check every four days .	why four ? and not three or five ?
stacks of . rows of .	any exceptions ?
any exceptions ?	pounds or pence in fours .
pounds or pence in fours .	give me .
you use two alternating don t you ?	we do .
we do .	where s the magnet ?
where s the magnet ?	they ve been tested .
haven t you forgotten something ?	i don t think so .
i don t think so .	wipe your hands .
what happens if i want to sneeze ?	you won t . not without permission .
how many aces are left ?	five .
five .	i make it six .
i make it six .	five .
you want me to check ?	i said good call .
i don t gamble .	ever ?
ever ?	i don t gamble mr reynolds .
girlfriend ?	yes .
you can start monday week .	fine .
fine .	that hair will have to go .
that hair will have to go .	fine .
why don t you take a break jack .	all right mr reynolds .
does he win ?	he s a good customer .
he s paying out in stacks of .	i can see .
thanks for the information .	a pleasure . pity about bella .
how do you feel jack ?	bruised .
i hope it s not the oven again .	yeah .
what s he doin ?	i think he s talking to it .
the key !	key ? key ? what is the key ?
key ?	where s the fail safe key ?
where s the fail safe key ?	the key !
the key goddamit the key !	christ twenty seconds christ !
christ twenty seconds christ !	where is the key ?
it didn t go off .	oh god . . .
oh god . . .	it didn t go off .
it didn t go off .	boiler we re alive . my heart .
we ve got to disarm the bomb .	doolittle are you there ?
what the hell ?	yoo hoo bomb . . .
quantum is up thirty five .	i read the same here .
rechannel all safety relays	open quantum latches
check at six minutes .	arm yourself bomb .
thanks .	begin main sequence . mark at drop .
energy shielding positive function .	do you remember the detonation time ?
do you remember the detonation time ?	detonation in twenty minutes .
you are false data .	huh ?
huh ?	therefore i shall ignore you .
therefore i shall ignore you .	hello bomb .
hey bomb .	the only thing which exists is myself .
the only thing which exists is myself .	bomb ?
hey bomb . . .	and i saw that i was alone .
hello bomb are you with me ?	of course .
of course .	are you willing to entertain a few concepts ?
are you willing to entertain a few concepts ?	i am always receptive to suggestions .
well of course i exist .	but how do you know you exist ?
but how do you know you exist ?	it is intuitively obvious .
my sensory apparatus reveals it to me .	right !
right !	this is fun .
why don t you have more time ?	because i must detonate in seventy five seconds .
to explode of course .	and you can only do it once right ?
and you can only do it once right ?	that is correct .
hmmm . . .	so if you detonate in . . .
so if you detonate in . . .	. . .nine seconds . . .
ah what d you say pinback ?	mafhkin oble groop . . .
pinback . . .	yes doolittle .
yes doolittle .	your ghf reading is minus fifteen .
your ghf reading is minus fifteen .	doolittle . . .
doolittle . . .	yes .
any planets ?	yeah . eight it says here .
yeah . eight it says here .	any of em any good ?
any of em any good ?	naah . all stable .
what are you gonna name it ?	what ?
commander powell would have named it .	commander powell is dead .
come on doolittle give it a name .	fred .
fred .	wha ?
wha ?	i hereby name this star fred .
out where ?	veil nebula .
veil nebula .	who cares ?
mark at drop .	ah negative drop .
open circuit breakers	remove thrust drive repellant
remove thrust drive repellant	automatic channels open
automatic channels open	remark .
remark .	drop drop drop !
hello pinback are you there ?	yeah doolittle . what s up ?
i like it up here .	must get lonely being up here so much .
lieutenant doolittle this is talby . lieutenant ?	yes talby what is it ?
ah lieutenant doolittle ? sir ?	sh talby don t bother me now .
not now !	well i m in the emergency air lock and
doolittle ! help me .	calm down talby . i m coming .
doolittle you must tell me one thing .	what s that sir ?
what s that sir ?	tell me doolittle how are the dodgers doing ?
yes sir . negative effect .	what was that doolittle ?
what was that doolittle ?	negative effect .
negative effect .	it didn t work ?
it didn t work ?	that s correct sir .
commander powell ? commander hello !	doolittle hello ?
sorry .	what were you saying commander about the bomb ?
commander ? are you still there ?	oh yes doolittle i m thinking .
oh yes doolittle i m thinking .	we re running out of time sir .
sir ?	talk to the bomb .
sir ?	phenomenology . . .
who are you ?	bruno s girlfriend .
bruno s girlfriend .	oh yeah ?
oh yeah ?	yeah .
i m on a break .	guess again .
actually that s not gonna be necessary .	what ?
what ?	that s not why we re here .
this is what your life s worth bruno .	but the boss knows i always been loyal .
what the hell are you doing ?	who s camille ?
who s camille ?	none of your business .
nothing happened between me and tia .	leave . now .
leave . now .	can i say something in my defense ?
can i say something in my defense ?	no .
move it .	where ?
how re ya doin max .	you mean until you showed up ?
you mean until you showed up ?	you re not still pissed ?
do you know why i went after justine ?	she was there . . .
what is it ?	police drone .
it s a sweep . c mon .	what ? where re we going ?
lemme put some clothes on .	no time .
out there .	no way .
but i m afraid of	don t look down .
what re you looking for ?	a grand .
i don t get involved with guns .	i ll make it worth your while .
i ll make it worth your while .	it s a rule .
you re light a deuce .	am i ?
you didn t . . .	every week .
damn . . . are you alright ?	they took my daughter .
they took my daughter .	i know .
can you help me get her back ?	look i d really like to . . .
are we in some kind of trouble ?	no . . .
sophy ? are you okay ?	mommy where are you ?
when ?	soon baby .
soon baby .	mommy i m scared .
you re a thief ?	girl s gotta make a living .
girl s gotta make a living .	thank god .
thank god .	first time i ever heard that .
first time i ever heard that .	i was expecting someone else .
i was expecting someone else .	guess it wasn t the pizza delivery guy .
no because it s the egyptian goddess bast .	who is . . .
original cindy say hi to my good friend	logan cale .
sorry about your window .	can we go somewhere and talk ?
lemme get my coat .	the one you re wearing ?
how d you find me ?	wasn t that hard .
lauren s not my wife .	girlfriend ?
so what are you gonna do about it ?	something .
is the social studies class over for today ?	yeah . . .
i won t be staying .	i m not a half bad cook .
it was open .	you got a lotta nerve .
bent ?	bent .
am i s posed to be grateful ?	that would be appropriate yes .
it s alright peter we re fine .	we are not fine .
you need to get out more .	c mere i want to show you something .
the other ones ?	the other one like you . . .
the other one like you . . .	you lost me .
a girl .	your basic hodge podge .
your basic hodge podge .	hardly . . .
what s in it for you ?	your help .
what s this ?	open it .
i don t know what to say .	deeds not words . i need your help .
know where i can find her ?	you don t want to .
you don t want to .	but she does work here ?
i need to talk to her .	can t help you .
any idea when she ll be back ?	none .
none .	i ll wait .
who is it ?	a friend of your fiance s .
a friend of your fiance s .	what do you want ?
you re also a fool .	i think you should go now .
this is not a place you wanna go .	let go of my hand .
say the words i understand .	i understand .
i asked you to keep that thing outside .	you did .
you did .	you drive away business roarin in like that .
one seven four nine five natoma .	i m on my way .
that s odd . . .	what ?
a little what ?	you know what i m saying .
how long you and me known each other ?	a long time .
gotta go .	where ?
where ?	it s a secret .
you re actually gonna bail sketchy out .	yeah cause maybe he s learned his lesson .
yeah cause maybe he s learned his lesson .	unlikely .
unlikely .	and because he s my friend .
and because he s my friend .	friends don t help other friends cheat .
please . . .	they re prisoners to their genes .
they re prisoners to their genes .	so are dogs .
not right now .	not right now ? okay when ?
and she bought that ?	i have sincere eyes .
she s got my word .	she s gonna want to hear for herself .
playing hooky again ?	feel like the dog s dinner .
feel like the dog s dinner .	probably a touch of what s going around .
don t believe everything you hear on tv .	what if he s on the level ?
tell everybody hey .	you can tell em yourself tomorrow .
catch you back at the wall .	later .
quitting time . grab a cold one ?	i gotta meet natalie for dinner .
i gotta meet natalie for dinner .	right the big one oh .
hey sketchy	we gotta talk .
we gotta talk .	what s up ?
you left out condescending .	but there s another side
i m the victim here .	really ?
and you were a sympathetic ear .	exactly .
exactly .	then a sympathetic mouth then a sympathetic
does this person have a name ?	lydia .
i m a toy to her .	a toy ?
she tells you how i ve been	a philandering pig .
okay okay okay	say the words i understand .
i was on call .	i want you on call here .
he s sick .	for a change .
thanks miss .	you re too kind . i m amanda .
what the hell is that ?	gin .
more than anything in the world .	and he loves you back doesn t he ?
hawk .	pick a song hawk .
pick a song hawk .	got any kiss ?
got any kiss ?	you kidding ? this is detroit . drink ?
you kidding ? this is detroit . drink ?	yeah a man s drink . . .
no problem .	thanks .
sorry .	it s okay .
jeremiah ?	yeah ?
beth ? i can t believe it .	believe it .
right slow . . .	oh screw it !
what s it worth to you ?	what the hell is that supposed to mean ?
what are you high ?	yeah .
let s stop in sandusky hawk .	what s in sandusky ?
. . .at twenty thirty hours .	one more time in english .
any luck ?	plenty but it was all bad .
shit that dork is jam .	yo doofus !
we are not stealing my mom s car .	damn straight we are .
now how are we gonna do this ?	gimme a second dudes . lemme think .
what the fuck !	the paint !
i found the volvo .	tickets ?
could be .	and if it ain t cleaned off ?
how would you like a nice hawaiian punch ?	sure .
jam listen up .	hawk ?
it s my bullworker .	anyway listen up . they re gone !
anyway listen up . they re gone !	what s gone ?
cool .	i m really sorry about that man .
oh hi mom .	now !
jeremiah what are you doing ?	uhh . . . nothing .
what ? !	i said i m sorry !
mom what re we . . . ?	just keep your lying heathenous trap shut jeremiah .
that s it ?	yeah .
trip you fuckin asshole .	what ?
look you can have my wallet . . .	it s not nearly enough punk .
oh yeah ! you and what army ?	the kiss army !
gimme your gun boy !	no you gimme your gun boy !
no you gimme your gun boy !	don t tempt me i ll shoot !
don t tempt me i ll shoot !	not if i shoot first !
is that your final answer ?	yeah .
i did ?	yeah you did !
good morning mongrels !	good morning . . .
good morning !	are you afraid ?
are you afraid ?	good morning !
what happened ?	he got smooshed . by a jet engine .
what was his name ?	donnie . donnie darko .
i feel bad for his family .	yeah .
yeah .	did you know him ?
dr . monnitoff ?	donnie .
like a delorean .	a metal craft of any kind .
like a spear .	beg pardon ?
when can i squeeze one out ?	not until like . . . eighth grade .
the last unicorn ! by samantha darko .	donnie ! give it back !
dea ex machina . . .	what did you say ?
what did you say ?	our saviour . . .
who is . . . we ?	you ll know soon enough .
you ll know soon enough .	where did you come from ?
where did you come from ?	do you believe in time travel donnie ?
i want to show you something .	you have to do something for me first .
you have to do something for me first .	you have a request ?
what happened to your eye ?	i am so sorry .
i am so sorry .	why do they call you frank ?
hey . . .	hey . . .
hey . . .	school s cancelled .
wanna walk me home ?	sure .
why is that ?	we never would have had this conversation .
you re weird .	i m sorry .
i m sorry .	that was a compliment .
that was a compliment .	will you go with me ?
will you go with me ?	where are we going ?
where are you going ?	i m going home .
donnie ?	yeah ?
and what ?	well . . .
well . . .	you want to kiss me . . .
we re moving through time .	what ?
they suspended me for two days .	are you okay ?
so we call them . . . imgs .	infant memory generators .
what ? how long was i asleep ?	the whole movie . let s go .
what s wrong with you ?	what do you mean ?
hey .	hey . you ok ?
hey . you ok ?	my mom is gone .
my mom is gone .	where is she ?
come with me .	where are we going ?
why ? is this about the book ?	no . frank .
no . frank .	who s frank ?
is that a cellar door ?	yeah . . .
you re such a fuck ass .	when did you stop taking your medication ?
grandma death .	that is a terrible nickname .
do they know yet ?	know what ?
know what ?	where it came from ?
oh shit !	grandma death .
you re my only son . . .	i know dad .
who is frank ?	a six foot tall bunny rabbit .
why should we care ?	because the rabbits are us donnie .
so i met a new friend .	would you like to talk about this friend ?
would you like to talk about this friend ?	his name is frank .
his name is frank .	frank .
frank .	i think he saved my life .
i think he saved my life .	how so ?
how so ?	don t you watch the news ?
don t you watch the news ?	i don t own a television .
he said to follow him .	follow him where ?
yes .	so tell me about your day donald .
so tell me about your day donald .	i met a girl .
i met a girl .	what is her name ?
what is her name ?	gretchen . we re going together now .
gretchen . we re going together now .	do you think a lot about girls ?
do you think a lot about girls ?	yes .
yes .	how are things going at school ?
how are things going at school ?	i think about girls a lot .
i think about girls a lot .	i asked you about school .
how many times have you seen frank ?	four times . . . so far .
four times . . . so far .	can anyone else see him ?
how does that make you feel ?	it reminded me of my dog callie .
it reminded me of my dog callie .	is callie still around ?
nothing .	have you told gretchen about the spears ?
but you were punished .	yes . i went to jail .
what did you want for christmas that year ?	hungry hungry hippos .
regret .	what else makes you feel regret ?
what else makes you feel regret ?	that i did it again .
that i did it again .	you ve done it again ?
if god exists ?	i think now that he might . . .
i think now that he might . . .	why ?
why ?	because i m so horny .
because i m so horny .	god exists because you re horny .
how is that possible ?	grandma death will teach me how . soon .
grandma death will teach me how . soon .	then how is time travel possible ?
when will this happen ?	soon . time is almost up .
what is going to happen ?	frank is going to kill .
frank is going to kill .	who is he going to kill ?
i can see him right now !	where is he donald ?
goodbye dr . thurman .	goodbye donald .
so i hear you have a girlfriend .	yeah .
yeah .	what s her name ?
what s her name ?	you re not gonna tell mom are you ?
you re not gonna tell mom are you ?	why would i tell mom ?
why would i tell mom ?	because you tell mom everything .
excuse me ? what s your name son ?	gerald .
gerald .	well gerald i think you re afraid .
has your son ever told you about frank ?	come again ?
come again ?	frank . . . the giant bunny rabbit ?
frank . . . the giant bunny rabbit ?	frank ?
our son just called me a bitch .	you re not a bitch .
excuse me ?	donnie ? you re a dick .
did you just call me a fuck ass ?	that s enough .
that s enough .	you can suck a fuck .
christ . is that an axe ?	yep .
yep .	how did this happen ?
how did this happen ?	i guess they made him do it .
do you even know who graham greene is ?	i think we ve all seen bonanza .
rose .	kitty . . .
chut up !	go back to china bitch !
what is this shit ?	raspberry .
wicked .	no more fuckin for her .
no more fuckin for her .	smurfette doesn t fuck .
is mom okay ?	she s alive sweetie .
she s alive sweetie .	where is she ? !
where is she ? !	she s right over there .
you re what ? !	i i m quittin the pageant .
once a carnie always a carnie .	oh yah .
really loretta ?	you betcha .
you betcha .	my mom wanted me to have this ?
right by the airport oh amber . . .	there s an indoor swimming pool ! ahhhh !
all right say airport ho jo .	airport ho jo !
loretta don t do that .	i m sorry . they re just starin .
i m sorry . they re just starin .	i gotta work with these women .
amber ? here .	here wh wh what ?
yah ?	oh you beccha .
mrs . leeman ?	huh ?
c mere . i love you so much .	i love you much .
bye mom .	we was robbed .
we was robbed .	it s okay .
i hate her !	we all do . now let s go .
what ?	you heard me . where is it ?
here i didn t get any .	here have some .
yeah . . .	and the bite marks on my ears ?
and the bite marks on my ears ?	yes . . .
hi . . .	hi .
oh man you got leutefisk in your hair .	then it must be wednesday .
yah sure fine . . . fine .	okay . . . well bye .
okay . . . well bye .	bye .
oh jesus h . christ !	are we on cops again ?
are we on cops again ?	you could be quiet .
you could be quiet .	hi .
hi .	hi .
oh naw . hi .	this here s loretta .
say yous boys been to the leeman s ?	loretta shut it .
shut it up loretta .	oh christ it s true .
they re makin a movie here goddamn it .	all right they re makin a movie .
we was robbed .	okay . take her purse .
annette just use your hand .	they told me to practice .
that s right .	okay ?
okay ?	mm hm .
yeah .	dakota .
dakota .	ohio . . .
ohio . . .	that bitch from . . .
that bitch from . . .	what ?
what ?	wisconsin .
wisconsin .	all right then .
all right then .	the bitch .
last year ? it was buy american .	and the year before that ?
and the year before that ?	u .s .a . is a okay .
sammy davis jr . honey .	yeah yeah the jew .
so help me gladys .	becky was my only shot at state !
becky was my only shot at state !	that s enough !
uh gladys ?	what !
what !	we need more bars !
we need more bars !	this is what ?
this is what ?	enid ate a whole pan !
close up shop . close up shop hank .	harold !
harold !	close up shop !
he should be king !	and wear a crown and everything .
and wear a crown and everything .	and everything . he should be king !
here i am father .	take a letter .
take a letter .	who to ?
who to ?	the president of the united states .
i ll have to enclose the check first .	you do and i ll fire you .
here i am father . . .	send for my car . . .
send for my car . . .	his excellency s car !
father . . .	take a letter . . .
i wonder what s keeping his excellency ?	never mind his excellency you gotta your pocketbook ?
never mind his excellency you gotta your pocketbook ?	yes why ?
yes why ?	i wanna powder my nose . . .
